Date	LAE01 mm	LAE03 mm
16/02/1974	0.7491276	0.720396604
17/02/1974	0.7491276	0.665035554
18/02/1974	0.7491276	0.564540952
19/02/1974	0.6456114	0.455814966
20/02/1974	0.6456114	0.678103877
21/02/1974	0.6456114	0.455271718
22/02/1974	0.5510826	0.357121032
23/02/1974	0.5510826	0.578817611
24/02/1974	0.5510826	0.578817611
25/02/1974	0.5510826	0.356549462
26/02/1974	0.465282	0.266430669
27/02/1974	0.465282	0.488698818
28/02/1974	0.465282	0.488698818
01/03/1974	0.465282	0.488698818
02/03/1974	0.465282	0.266448325
03/03/1974	0.3879432	0.16307278
04/03/1974	0.3879432	0.374251063
05/03/1974	0.3879432	0.396395484
06/03/1974	0.3879432	0.396395484
07/03/1974	0.3879432	0.185226794
08/03/1974	0.3187836	0.112586514
09/03/1974	0.3187836	0.334827414
10/03/1974	0.3187836	0.334827414
11/03/1974	0.3187836	0.334827414
12/03/1974	0.3187836	0.334827414
13/03/1974	0.3187836	0.11260193
14/03/1974	0.2575134	0.04824811
15/03/1974	0.2575134	0.270473593
16/03/1974	0.2575134	0.270473593
17/03/1974	0.2575134	0.381976975
18/03/1974	0.3187836	0.625089148
19/03/1974	0.465282	0.025268987
20/03/1974	0.465282	0.128851991
21/03/1974	0.465282	0.188942854
22/03/1974	0.3879432	0.1852172
23/03/1974	0.3879432	0.407467694
24/03/1974	0.3879432	0.407467694
25/03/1974	0.3879432	0.407467694
26/03/1974	0.3879432	0.407467694
27/03/1974	0.3879432	0.407467694
28/03/1974	0.3879432	0.414089051
29/03/1974	0.3879432	0.407467694
30/03/1974	0.3879432	0.629718187
31/03/1974	0.465282	0.933217461
01/04/1974	0.5510826	1.023364308
02/04/1974	0.6456114	1.122671338
03/04/1974	0.7491276	1.686445126
04/04/1974	1.1160684	2.518843818
05/04/1974	1.572471	3.45294739
06/04/1974	2.5476696	5.056465648
07/04/1974	4.7192652	8.339196674
08/04/1974	7.9582572	11.39805651
09/04/1974	9.4682844	9.670657991
10/04/1974	7.4910798	5.846285173
11/04/1974	6.1941816	4.920430206
12/04/1974	5.048325	3.684864741
13/04/1974	3.812229	2.971050284
14/04/1974	3.0174696	3.005159506
15/04/1974	3.0174696	3.638127597
16/04/1974	3.5350632	5.02766586
17/04/1974	5.413968	7.896987223
18/04/1974	7.4910798	9.826035752
19/04/1974	8.443332	9.791358642
20/04/1974	8.946585	9.735704087
21/04/1974	8.946585	9.131634033
22/04/1974	8.443332	8.288263703
23/04/1974	7.9582572	8.089115132
24/04/1974	7.9582572	7.254427635
25/04/1974	6.1941816	5.419687399
26/04/1974	6.1941816	6.81371392
27/04/1974	6.609321	7.258050708
28/04/1974	6.609321	6.981039476
29/04/1974	6.609321	6.451110834
30/04/1974	5.7958254	5.604222676
01/05/1974	5.7958254	6.14773994
02/05/1974	5.7958254	5.884160007
03/05/1974	5.413968	4.798313774
04/05/1974	4.4041608	3.499614128
05/05/1974	3.812229	3.361496839
06/05/1974	3.0174696	2.57245196
07/05/1974	2.5476696	2.044782665
08/05/1974	2.330235	2.049382843
09/05/1974	2.1241926	2.062903609
10/05/1974	2.1241926	2.063665654
11/05/1974	1.9293498	1.644204472
12/05/1974	1.7455104	1.433010268
13/05/1974	1.572471	1.24574158
14/05/1974	1.4100264	1.057019301
15/05/1974	1.2579642	0.941357155
16/05/1974	1.1160684	0.795358584
17/05/1974	0.9841176	0.683207188
18/05/1974	0.8618814	0.777138707
19/05/1974	0.8618814	0.784701477
20/05/1974	0.7491276	0.400198508
21/05/1974	0.6456114	0.352972428
22/05/1974	0.6456114	0.539025016
23/05/1974	0.6456114	0.668871844
24/05/1974	0.6456114	0.69680401
25/05/1974	0.6456114	0.52963487
26/05/1974	0.5510826	0.216384612
27/05/1974	0.465282	0.087037857
28/05/1974	0.3879432	0.225810111
29/05/1974	0.3879432	-0.064532393
30/05/1974	0.3879432	0.312677673
31/05/1974	0.3879432	0.200152309
01/06/1974	0.3187836	0.178091898
02/06/1974	0.3187836	0.318549428
03/06/1974	0.3187836	0.012024163
04/06/1974	0.2575134	0.111488724
05/06/1974	0.2575134	0.566508618
06/06/1974	0.3187836	1.428303156
07/06/1974	0.6456114	1.258646238
08/06/1974	0.8618814	1.39245191
09/06/1974	0.8618814	0.896781253
10/06/1974	0.8618814	0.798137927
11/06/1974	0.8618814	0.711222264
12/06/1974	0.7491276	0.323447961
13/06/1974	0.6456114	0.340562588
14/06/1974	0.5510826	0.458280769
15/06/1974	0.5510826	0.457536246
16/06/1974	0.465282	0.159510505
17/06/1974	0.3879432	0.097179715
18/06/1974	0.3187836	0.218102839
19/06/1974	0.3187836	0.346481594
20/06/1974	0.3187836	0.303492735
21/06/1974	0.3879432	0.935079351
22/06/1974	0.465282	0.842887957
23/06/1974	0.465282	0.392347582
24/06/1974	0.3879432	0.075286936
25/06/1974	0.3187836	0.013995518
26/06/1974	0.2575134	0.316099327
27/06/1974	0.3187836	-0.085837881
28/06/1974	0.2575134	0.125832269
29/06/1974	0.2575134	0.356361909
30/06/1974	0.2575134	0.159824823
01/07/1974	0.2038284	0.098908411
02/07/1974	0.2038284	0.139931275
03/07/1974	0.2038284	0.594720302
04/07/1974	0.3879432	1.091366808
05/07/1974	0.7491276	1.946105067
06/07/1974	0.8618814	1.211432145
07/07/1974	0.8618814	0.790337051
08/07/1974	0.8618814	0.792250711
09/07/1974	0.7491276	0.409257589
10/07/1974	0.6456114	0.334523201
11/07/1974	0.5510826	1.964169623
12/07/1974	1.7455104	4.994379001
13/07/1974	3.812229	6.070212843
14/07/1974	4.7192652	4.618596876
15/07/1974	4.1018724	3.951984328
16/07/1974	3.5350632	4.672974416
17/07/1974	5.413968	5.525852645
18/07/1974	5.413968	4.875574593
19/07/1974	4.1018724	3.11331009
20/07/1974	3.0174696	1.998400938
21/07/1974	2.1241926	0.985728311
22/07/1974	1.7455104	1.04415841
23/07/1974	1.4100264	0.618122401
24/07/1974	1.1160684	0.578304498
25/07/1974	0.9841176	0.640428194
26/07/1974	0.8618814	0.529172716
27/07/1974	0.7491276	0.392397632
28/07/1974	0.6456114	0.315650116
29/07/1974	0.5510826	0.207577172
30/07/1974	0.465282	0.123274181
31/07/1974	0.3879432	0.035275995
01/08/1974	0.3187836	-0.026770347
02/08/1974	0.2575134	0.116018264
03/08/1974	0.2575134	-0.031170801
04/08/1974	0.2038284	0.064936858
05/08/1974	0.2038284	0.069483701
06/08/1974	0.1574064	-0.200685362
07/08/1974	0.117909	-0.234586812
08/08/1974	0.0849744	-0.036444375
09/08/1974	0.0849744	-0.037922054
10/08/1974	0.0582192	0.142508045
11/08/1974	0.0849744	0.554489006
12/08/1974	0.117909	0.100519213
13/08/1974	0.0849744	-0.300415929
14/08/1974	0.0849744	0.398801804
15/08/1974	0.117909	0.346577752
16/08/1974	0.117909	-0.128176087
17/08/1974	0.0849744	-0.04399361
18/08/1974	0.0849744	0.392762417
19/08/1974	0.117909	0.413514294
20/08/1974	0.117909	-0.027519631
21/08/1974	0.0849744	-0.04625838
22/08/1974	0.0849744	-0.040941748
23/08/1974	0.0582192	-0.081122264
24/08/1974	0.0582192	0.143011327
25/08/1974	0.0582192	0.137223581
26/08/1974	0.0582192	0.378972052
27/08/1974	0.0849744	0.539608703
28/08/1974	0.1574064	-0.325888343
29/08/1974	0.2038284	0.765782556
30/08/1974	0.3187836	0.835703682
31/08/1974	0.3187836	0.419709165
01/09/1974	0.3187836	0.872001434
02/09/1974	0.465282	1.819999699
03/09/1974	0.9841176	2.688499157
04/09/1974	1.572471	2.786285986
05/09/1974	2.330235	3.659131988
06/09/1974	3.5350632	4.524366748
07/09/1974	3.2702022	8.144497515
08/09/1974	11.7449406	17.87625021
09/09/1974	15.7586112	13.50589379
10/09/1974	7.041528	0.656323224
11/09/1974	4.4041608	2.527617819
12/09/1974	3.2702022	2.40503029
13/09/1974	2.5476696	1.601513352
14/09/1974	2.1241926	2.152666102
15/09/1974	2.5476696	3.330108334
16/09/1974	4.1018724	8.504302644
17/09/1974	10.0087002	11.7296794
18/09/1974	6.609321	3.215699746
19/09/1974	4.1018724	2.284320114
20/09/1974	3.0174696	2.377483653
21/09/1974	2.5476696	1.804035489
22/09/1974	2.1241926	1.428663901
23/09/1974	1.9293498	1.841653522
24/09/1974	1.9293498	6.270068495
25/09/1974	8.946585	16.61858877
26/09/1974	15.0378228	14.30419233
27/09/1974	8.443332	3.958977645
28/09/1974	7.041528	8.471870779
29/09/1974	11.1467628	11.14969826
30/09/1974	7.041528	3.199867844
01/10/1974	4.4041608	2.725364705
02/10/1974	3.5350632	2.937317622
03/10/1974	2.7766854	1.850328924
04/10/1974	2.330235	1.553036595
05/10/1974	1.9293498	1.575993874
06/10/1974	1.9293498	2.124085491
07/10/1974	2.1241926	2.248712502
08/10/1974	2.1241926	2.311378266
09/10/1974	2.330235	2.505645995
10/10/1974	2.330235	2.231755583
11/10/1974	2.1241926	1.563990302
12/10/1974	1.7455104	1.181198004
13/10/1974	1.572471	1.206910157
14/10/1974	1.4100264	1.03630604
15/10/1974	1.2579642	0.889770722
16/10/1974	1.1160684	0.985216528
17/10/1974	1.1160684	1.216736612
18/10/1974	1.2579642	1.808852235
19/10/1974	1.7455104	2.181147196
20/10/1974	2.1241926	2.172045665
21/10/1974	2.1241926	1.904469252
22/10/1974	2.1241926	2.119952754
23/10/1974	2.1241926	1.75633131
24/10/1974	2.1241926	1.981048672
25/10/1974	1.9293498	1.808436892
26/10/1974	1.9293498	1.813730084
27/10/1974	1.7455104	1.522419641
28/10/1974	1.7455104	1.500282162
29/10/1974	1.572471	1.212776591
30/10/1974	1.4100264	1.25864459
31/10/1974	1.4100264	1.258651979
01/11/1974	1.2579642	0.882473129
02/11/1974	1.1160684	0.933299766
03/11/1974	1.1160684	0.949918494
04/11/1974	0.9841176	0.811326844
05/11/1974	0.9841176	0.811334365
06/11/1974	0.8618814	0.649729603
07/11/1974	0.8618814	0.728103002
08/11/1974	0.8618814	1.038992813
09/11/1974	0.9841176	1.424697436
10/11/1974	1.4100264	1.204034274
11/11/1974	1.9293498	3.499991892
12/11/1974	2.7766854	3.775024742
13/11/1974	3.0174696	3.614132041
14/11/1974	3.2702022	6.067099192
15/11/1974	7.9582572	9.163223444
16/11/1974	7.9582572	6.482704861
17/11/1974	5.048325	2.567849452
18/11/1974	3.812229	2.971050284
19/11/1974	3.0174696	2.54997721
20/11/1974	2.5476696	1.232731418
21/11/1974	2.1241926	1.341606622
22/11/1974	1.7455104	1.166272488
23/11/1974	1.572471	1.206910157
24/11/1974	1.4100264	0.947728359
25/11/1974	1.2579642	0.58407899
26/11/1974	1.2579642	0.799995573
27/11/1974	1.1160684	0.944371976
28/11/1974	1.1160684	0.894557444
29/11/1974	0.9841176	0.811326844
30/11/1974	0.9841176	0.811334365
01/12/1974	0.8618814	0.682946233
02/12/1974	0.8618814	0.682959769
03/12/1974	0.7491276	0.56453127
04/12/1974	0.7491276	0.786829864
05/12/1974	0.7491276	0.564540952
06/12/1974	0.6456114	0.455814966
07/12/1974	0.6456114	0.473267991
08/12/1974	0.6456114	0.678103877
09/12/1974	0.6456114	0.678103877
10/12/1974	0.6456114	0.455825328
11/12/1974	0.5510826	0.195992015
12/12/1974	0.5510826	0.506848245
13/12/1974	0.5510826	0.578817611
14/12/1974	0.5510826	0.356549462
15/12/1974	0.465282	0.266430669
16/12/1974	0.465282	0.710966967
17/12/1974	0.5510826	0.10907263
18/12/1974	0.5510826	0.356549462
19/12/1974	0.465282	0.488698818
20/12/1974	0.5510826	0.407198354
21/12/1974	0.465282	0.266430669
22/12/1974	0.465282	0.488698818
23/12/1974	0.465282	0.710966967
24/12/1974	0.5510826	1.038289824
25/12/1974	0.6456114	1.567282063
26/12/1974	0.9841176	1.540874534
27/12/1974	1.1160684	1.394557795
28/12/1974	1.1160684	0.895432893
29/12/1974	1.1160684	0.934185628
30/12/1974	1.1160684	1.172238144
31/12/1974	1.1160684	0.789371448
01/01/1975	0.9841176	0.811326844
02/01/1975	0.9841176	0.817955722
03/01/1975	0.8618814	0.703156212
04/01/1975	0.8618814	0.905258363
05/01/1975	0.8618814	0.919428955
06/01/1975	0.8618814	0.899722258
07/01/1975	0.8618814	0.905258363
08/01/1975	0.8618814	0.905258363
09/01/1975	0.8618814	0.628453112
10/01/1975	0.8618814	0.872041733
11/01/1975	0.8618814	0.905258363
12/01/1975	0.8618814	0.711494687
13/01/1975	0.8618814	0.822216788
14/01/1975	0.8618814	0.682959769
15/01/1975	0.7491276	0.582476479
16/01/1975	0.7491276	0.753613234
17/01/1975	0.7491276	0.786829864
18/01/1975	0.7491276	0.593066188
19/01/1975	0.7491276	0.598602293
20/01/1975	0.7491276	0.703788289
21/01/1975	0.7491276	-0.01036926
22/01/1975	0.7491276	0.222147151
23/01/1975	0.7491276	0.172322206
24/01/1975	0.7491276	0.709324394
25/01/1975	0.7491276	0.731468814
26/01/1975	0.7491276	0.371621987
27/01/1975	0.7491276	0.786829864
28/01/1975	0.7491276	0.399302512
29/01/1975	0.7491276	-0.72452681
30/01/1975	0.7491276	0.183394416
31/01/1975	0.7491276	0.366085882
01/02/1975	0.7491276	-0.155152702
02/02/1975	0.6456114	0.42813444
03/02/1975	0.6456114	0.678103877
04/02/1975	0.6456114	0.678103877
05/02/1975	0.6456114	0.678103877
06/02/1975	0.6456114	0.678103877
07/02/1975	0.6456114	0.678103877
08/02/1975	0.6456114	0.678103877
09/02/1975	0.6456114	0.678103877
10/02/1975	0.6456114	0.678103877
11/02/1975	0.6456114	0.678103877
12/02/1975	0.6456114	0.455825328
13/02/1975	0.5510826	0.356539061
14/02/1975	0.5510826	0.578817611
15/02/1975	0.5510826	0.356549462
16/02/1975	0.465282	0.266430669
17/02/1975	0.465282	0.710966967
18/02/1975	0.5510826	0.307548464
19/02/1975	0.465282	0.266430669
20/02/1975	0.465282	0.488698818
21/02/1975	0.465282	0.488698818
22/02/1975	0.465282	0.266448325
23/02/1975	0.3879432	0.1852172
24/02/1975	0.3879432	0.407467694
25/02/1975	0.3879432	0.407467694
26/02/1975	0.3879432	0.407467694
27/02/1975	0.3879432	0.407467694
28/02/1975	0.3879432	0.185226794
01/03/1975	0.3187836	0.112586514
02/03/1975	0.3187836	0.334827414
03/03/1975	0.3187836	0.334827414
04/03/1975	0.3187836	0.146599842
05/03/1975	0.3187836	0.301610783
06/03/1975	0.3187836	0.557068313
07/03/1975	0.3879432	0.435944917
08/03/1975	0.3879432	0.191559597
09/03/1975	0.3879432	0.407467694
10/03/1975	0.3879432	0.407467694
11/03/1975	0.3879432	0.407467694
12/03/1975	0.3879432	0.407467694
13/03/1975	0.3879432	0.407467694
14/03/1975	0.3879432	0.407467694
15/03/1975	0.3879432	0.407467694
16/03/1975	0.3879432	0.407467694
17/03/1975	0.3879432	0.185226794
18/03/1975	0.3187836	0.112586514
19/03/1975	0.3187836	0.334827414
20/03/1975	0.3187836	0.334827414
21/03/1975	0.3187836	0.334827414
22/03/1975	0.3187836	0.334827414
23/03/1975	0.3187836	0.334827414
24/03/1975	0.3187836	0.556514703
25/03/1975	0.3879432	0.297542291
26/03/1975	0.3879432	0.379787168
27/03/1975	0.3879432	0.407467694
28/03/1975	0.3879432	0.407467694
29/03/1975	0.3879432	0.407467694
30/03/1975	0.3879432	0.185226794
31/03/1975	0.3187836	0.112586514
01/04/1975	0.3187836	0.334827414
02/04/1975	0.3187836	0.334827414
03/04/1975	0.3187836	0.334827414
04/04/1975	0.3187836	0.334827414
05/04/1975	0.3187836	0.334827414
06/04/1975	0.3187836	0.334827414
07/04/1975	0.3187836	0.334827414
08/04/1975	0.3187836	0.207496998
09/04/1975	0.3187836	0.307146888
10/04/1975	0.3187836	0.113383212
11/04/1975	0.3187836	0.334827414
12/04/1975	0.3187836	0.334827414
13/04/1975	0.3187836	0.338429078
14/04/1975	0.3187836	0.334827414
15/04/1975	0.3187836	0.336919231
16/04/1975	0.3187836	0.344468465
17/04/1975	0.3187836	0.562934748
18/04/1975	0.3879432	1.077073977
19/04/1975	0.5510826	1.481319383
20/04/1975	0.7491276	1.681119561
21/04/1975	0.9841176	1.940852142
22/04/1975	1.2579642	3.121793067
23/04/1975	2.330235	4.853676536
24/04/1975	4.1018724	6.80062952
25/04/1975	6.1941816	8.777395279
26/04/1975	7.4910798	9.9408867
27/04/1975	9.4682808	11.50551204
28/04/1975	10.0086984	9.615177729
29/04/1975	7.9582572	5.967726644
30/04/1975	6.609321	6.063199527
01/05/1975	7.041528	9.162759792
02/05/1975	9.4682808	10.75205122
03/05/1975	8.946585	9.076423629
04/05/1975	8.946585	9.426874749
05/05/1975	8.946585	11.80363069
06/05/1975	13.0009104	18.81162965
07/05/1975	18.0500238	23.07010461
08/05/1975	20.540277	23.37800703
09/05/1975	21.4157142	23.94532472
10/05/1975	23.236101	26.81949862
11/05/1975	26.1441036	27.14884864
12/05/1975	24.1815348	21.35059923
13/05/1975	18.8576802	12.87927209
14/05/1975	11.1467628	7.546395932
15/05/1975	11.1467628	10.48246768
16/05/1975	9.4682808	7.534963985
17/05/1975	7.041528	4.626875483
18/05/1975	5.048325	3.611891396
19/05/1975	4.4041608	3.532892076
20/05/1975	3.812229	3.682793593
21/05/1975	3.2702022	2.864326463
22/05/1975	2.5476696	1.610572433
23/05/1975	2.1241926	1.401072619
24/05/1975	1.7455104	1.012451627
25/05/1975	1.4100264	0.889270846
26/05/1975	1.2579642	0.739420436
27/05/1975	0.9841176	0.239333453
28/05/1975	0.7491276	0.207328391
29/05/1975	0.6456114	0.266026483
30/05/1975	0.5510826	0.152971045
31/05/1975	0.465282	0.294189883
01/06/1975	0.465282	0.446250154
02/06/1975	0.465282	0.249466784
03/06/1975	0.465282	0.609885918
04/06/1975	0.5510826	1.073771224
05/06/1975	0.6456114	0.808360458
06/06/1975	0.6456114	0.702340115
07/06/1975	0.6456114	0.779845585
08/06/1975	0.6456114	0.575685198
09/06/1975	0.5510826	0.035654906
10/06/1975	0.3879432	-0.126598281
11/06/1975	0.3187836	0.022299675
12/06/1975	0.2575134	-0.065420354
13/06/1975	0.2038284	-0.15674704
14/06/1975	0.1574064	0.01770567
15/06/1975	0.1574064	0.239137927
16/06/1975	0.1574064	0.222529612
17/06/1975	0.1574064	-0.255555074
18/06/1975	0.117909	-0.296742173
19/06/1975	0.0849744	-0.037954222
20/06/1975	0.0849744	-0.008480041
21/06/1975	0.0582192	-0.254130218
22/06/1975	0.0372258	-0.069913108
23/06/1975	0.0372258	-0.05988202
24/06/1975	0.0215334	-0.098458282
25/06/1975	0.0215334	0.106240684
26/06/1975	0.0215334	-0.108968349
27/06/1975	0.0106326	-0.361218234
28/06/1975	0.003933	-0.360567674
29/06/1975	0.0007182	-0.126163495
30/06/1975	0.0007182	0.112310058
01/07/1975	0.0007182	0.122124062
02/07/1975	0.0007182	-0.097956483
03/07/1975	0	-0.092671441
04/07/1975	0	0.104761402
05/07/1975	0	0.116085253
06/07/1975	0	0.130428798
07/07/1975	0	0.140997725
08/07/1975	0	0.141752649
09/07/1975	0	0.136468185
10/07/1975	0	0.130428798
11/07/1975	0	0.115330329
12/07/1975	0	0.107529454
13/07/1975	0	-2.195993522
14/07/1975	0	0.109542583
15/07/1975	0	-0.142098555
16/07/1975	0	-0.027098555
17/07/1975	0	0.105516325
18/07/1975	0	0.096205603
19/07/1975	0	0.118350023
20/07/1975	0	0.131938644
21/07/1975	0	0.110800789
22/07/1975	0	0.097967091
23/07/1975	0	-0.220358949
24/07/1975	0	-0.096299868
25/07/1975	0	-0.004954135
26/07/1975	0	0.091927704
27/07/1975	0	0.107781095
28/07/1975	0	0.1175951
29/07/1975	0	0.127409104
30/07/1975	0	0.135713261
31/07/1975	0	0.12438941
01/08/1975	0	0.098722014
02/08/1975	0	0.105516325
03/08/1975	0	0.137978032
04/08/1975	0	0.137978032
05/08/1975	0	0.15534127
06/08/1975	0	0.149301883
07/08/1975	0	0.1530765
08/08/1975	0	0.153831423
09/08/1975	0	0.151566653
10/08/1975	0	0.147792036
11/08/1975	0	0.153831423
12/08/1975	0	0.130428798
13/08/1975	0	0.11985987
14/08/1975	0	0.134203415
15/08/1975	0	0.115531642
16/08/1975	0	-0.223378642
17/08/1975	0	-0.629024156
18/08/1975	0	0.086391598
19/08/1975	0	0.064247178
20/08/1975	0	0.087398163
21/08/1975	0	-0.269932253
22/08/1975	0	0.094192474
23/08/1975	0	0.06022092
24/08/1975	0	-0.635315185
25/08/1975	0	0.052168404
26/08/1975	0	0.082868623
27/08/1975	0	0.113820482
28/08/1975	0	0.087398163
29/08/1975	0	-0.206015404
30/08/1975	0	0.061730767
31/08/1975	0	0.104006478
01/09/1975	0	0.079094005
02/09/1975	0	0.089662933
03/09/1975	0	0.082113699
04/09/1975	0	0.060975844
05/09/1975	0	0.06676359
06/09/1975	0	-0.094286739
07/09/1975	0	-0.018291115
08/09/1975	0	0.042857682
09/09/1975	0	0.083371905
10/09/1975	0	0.145421816
11/09/1975	0.0007182	0.03973196
12/09/1975	0.0007182	-0.243341116
13/09/1975	0.003933	1.246933631
14/09/1975	0.0849744	1.980144822
15/09/1975	0.465282	2.738217178
16/09/1975	0.7491276	1.530494709
17/09/1975	0.7491276	1.311289518
18/09/1975	0.9841176	1.759287943
19/09/1975	1.1160684	1.042590531
20/09/1975	1.1160684	1.230949218
21/09/1975	1.1160684	0.927097839
22/09/1975	0.9841176	0.622813315
23/09/1975	0.8618814	0.526656305
24/09/1975	0.7491276	0.388119733
25/09/1975	0.6456114	0.97119232
26/09/1975	0.8618814	1.441755463
27/09/1975	1.1160684	2.549096742
28/09/1975	1.7455104	2.540952009
29/09/1975	2.1241926	2.695286278
30/09/1975	2.1241926	2.485765575
01/10/1975	2.330235	2.949861948
02/10/1975	3.0174696	3.330531858
03/10/1975	3.0174696	3.378205345
04/10/1975	3.812229	3.700820286
05/10/1975	4.1018724	4.550195146
06/10/1975	3.5350632	3.170693629
07/10/1975	2.7766854	1.642295097
08/10/1975	2.1241926	0.930661077
09/10/1975	1.572471	0.54872596
10/10/1975	1.2579642	0.654260755
11/10/1975	1.1160684	0.72758843
12/10/1975	0.9841176	0.366716119
13/10/1975	0.7491276	0.119930228
14/10/1975	0.6456114	0.455814966
15/10/1975	0.6456114	1.797029509
16/10/1975	1.2579642	3.724041297
17/10/1975	3.2702022	5.602425353
18/10/1975	3.5350632	3.268178121
19/10/1975	2.7766854	1.798915444
20/10/1975	2.330235	1.335629207
21/10/1975	1.7455104	0.721549177
22/10/1975	1.4100264	0.813951458
23/10/1975	1.2579642	0.654287044
24/10/1975	0.9841176	0.371796161
25/10/1975	0.8618814	0.691832361
